Rollno,EM_ISE,EM_ESE,EM_THEORY_TOT,EM_TW,SME_ISE,SME_ESE,SME_THEORY_TOT,SME_TW,BEE_ISE,BEE_ESE,BEE_THEORY_TOT,BEE_TW,EM1_ISE,EM1_ESE,EM1_THEORY_TOT,EM1_TW,EP_ISE,EP_ESE,EP_THEORY_TOT,EP_TW,BXE_ISE,BXE_ESE,BXE_THEORY_TOT,BXE_TW,EC_ISE,EC_ESE,EC_THEORY_TOT,EC_TW,PPS_ISE,PPS_ESE,PPS_THEORY_TOT,PPS_TW
F190050001,030,042,072,024,030,045,075,024,030,041,071,024,030,048,078,022,030,070,100,024,
F190050002,030,070,100,023,030,069,099,024,030,070,100,024,030,070,100,019,030,070,100,023,
F190050003,029,069,098,025,030,070,100,025,030,070,100,025,029,070,099,024,030,070,100,025,
F190050004,030,070,100,020,027,070,097,017,026,045,071,020,030,070,100,022,029,064,093,022,
F190050005,030,064,094,023,026,070,096,024,028,056,084,025,030,059,089,025,027,069,096,024,
F190050006,030,062,092,025,030,070,100,024,030,056,086,024,030,052,082,025,030,067,097,025,
